OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length
6543,48TH AVE SW,0.09037016,,,"In Street, Minor Separation",0,NA,LOCAL,7159,295,,,"(47.54315923000007, -122.39434325599996)",477.1544413
6544,5TH AVE,0.08063646,,,"In Street, Minor Separation",0,NA,LOCAL,7235,317,,,"(47.60968542100005, -122.33466559799996)",425.7604977
6545,AIRPORT WAY S,0.0682364,,,"In Street, Major Separation",0,NA,CITYWIDE,8661,355,,,"(47.58555940900004, -122.32139355699996)",360.2881771
6546,BOREN AVE S,0.09987573,,,"In Street, Major Separation",0,NA,CITYWIDE,9334,380,,,"(47.600008108000054, -122.31590797199999)",527.1272807
6547,FEDERAL AVE E,0.07955587,,,Neighborhood Greenway,0,NA,LOCAL,10439,480,,,"(47.63724816000007, -122.31902522999997)",420.0549719
6548,SW BARTON ST,0.06357588,,,"In Street, Minor Separation",0,NA,LOCAL,21847,802,,,"(47.52103991700005, -122.36996895799996)",335.6806285
6549,SW CHARLESTOWN ST,0.06438735,,,"In Street, Minor Separation",0,NA,LOCAL,21977,804,,,"(47.570353890000035, -122.40010950699997)",339.9652342
6550,S CLOVERDALE ST,0.01179518,,,Neighborhood Greenway,0,NA,LOCAL,487298,406,,,"(47.52611404400005, -122.27926535499995)",62.25479676
6551,WILSON AVE S,0.01927751,,,"In Street, Minor Separation",0,NA,LOCAL,13621,863,,,"(47.544539513000075, -122.26408243099996)",101.7852354
6552,N 40TH ST,0.07143147,,,"In Street, Minor Separation",0,NA,LOCAL,15416,591,,,"(47.65538287700008, -122.34243924099997)",377.1581372
6553,NE 115TH ST,0.06065202,,,"In Street, Minor Separation",0,NA,LOCAL,16354,615,,,"(47.71201259000003, -122.29619668799995)",320.2404135
6554,NE 140TH ST,0.06822953,,,Neighborhood Greenway,0,NA,LOCAL,16651,624,,,"(47.73012846300003, -122.29377505999997)",360.242824
6555,NE 70TH ST,0.05593669,,,Neighborhood Greenway,0,NA,LOCAL,17386,643,,,"(47.679427331000056, -122.31320229299996)",295.3457108
6556,S BANGOR ST,0.12536971,,,"In Street, Minor Separation",0,NA,LOCAL,19423,715,,,"(47.506138718000045, -122.26747522299996)",661.9520457
6557,35TH AVE SW,0.06199647,,,"In Street, Minor Separation",0,NA,LOCAL,5494,251,,,"(47.50729221000006, -122.37596608999996)",327.3413407
6558,9TH AVE SW,0.12668705,,,"In Street, Minor Separation",0,NA,LOCAL,8622,506,,,"(47.524643508000054, -122.346735965)",668.9076252
6559,MONTLAKE BLVD E,0.02023529,,,"In Street, Major Separation",0,NA,CITYWIDE,11907,465,,,"(47.645263777000025, -122.30461715199999)",106.8423402
6560,PIKE ST,0.06100032,,,"In Street, Major Separation",0,NA,CITYWIDE,12204,681,,,"(47.61207057300004, -122.33224408399997)",322.0816727
6561,RAINIER AVE S,0.02210595,,,"In Street, Major Separation",0,NA,CITYWIDE,12346,694,,,"(47.59435625200007, -122.31036738899996)",116.7194121
6562,REPUBLICAN ST,0.06095097,,,"In Street, Minor Separation",0,NA,LOCAL,12561,700,,,"(47.62321406500007, -122.33975127099995)",321.8211154
6563,WILSON AVE S,0.03689565,,,"In Street, Minor Separation",0,NA,LOCAL,13612,862,,,"(47.55303962700003, -122.26798541999995)",194.8090324
6564,N 56TH ST,0.06265142,,,"In Street, Minor Separation",0,NA,LOCAL,15706,601,,,"(47.66900960100003, -122.33173384699995)",330.799489
6565,NE 55TH ST,0.05189806,,,"In Street, Minor Separation",0,NA,LOCAL,17054,634,,,"(47.66851028200006, -122.28685630399997)",274.0217393
6566,28TH AVE NW,0.01478165,,,Neighborhood Greenway,0,NA,LOCAL,4141,207,,,"(47.672041947000025, -122.39286970999996)",77.81894222
6567,M L KING JR WR WAY S,0.07153177,,,"In Street, Major Separation",0,NA,CITYWIDE,11529,552,,,"(47.57015285500006, -122.29696826099996)",377.6877423
6568,MERIDIAN AVE N,0.05086497,,,"In Street, Minor Separation",0,NA,LOCAL,11798,568,,,"(47.66503572100004, -122.33371870099995)",268.5670678
6569,NE 75TH ST,0.02659014,,,"In Street, Minor Separation",0,NA,LOCAL,17535,646,,,"(47.683046209000054, -122.288367446)",140.3959503
6570,35TH AVE SW,0.06482068,,,"In Street, Major Separation",0,NA,CITYWIDE,5491,250,,,"(47.50998298800005, -122.37586572199996)",342.2532091
6571,46TH AVE S,0.07405089,,,Neighborhood Greenway,0,NA,CITYWIDE,6934,293,,,"(47.53262840700006, -122.27531538)",390.9886762
6572,EASTLAKE AVE E,0.08014776,,,"In Street, Major Separation",0,NA,CITYWIDE,10178,467,,,"(47.64203050000003, -122.32588836999997)",423.1801952
6573,ERSKINE WAY SW,0.01692317,,,"In Street, Minor Separation",0,NA,LOCAL,10254,470,,,"(47.55545121800003, -122.39117466899995)",89.35435958
6574,RAINIER AVE S,0.02642882,,,"In Street, Major Separation",0,NA,CITYWIDE,12354,692,,,"(47.58773893400007, -122.30524939999998)",139.5441927
6575,WATERS WR AVE S,0.08245845,,,"In Street, Minor Separation",0,NA,LOCAL,13473,859,,,"(47.514791434000074, -122.25584075399996)",435.1725207
6576,NE 40 UPPER ST,0.0230737,,,"In Street, Minor Separation",0,NA,LOCAL,16744,592,,,"(47.65553898400003, -122.32616692699997)",121.8291284
6577,NE 65TH ST,0.04602882,,,"In Street, Minor Separation",0,NA,LOCAL,17280,869,,,"(47.67577636500005, -122.29839932499999)",243.0321488
6578,NE 80TH ST,0.03596105,,,"In Street, Minor Separation",0,NA,LOCAL,17608,648,,,"(47.68676835500003, -122.32509901899999)",189.8743217
6579,NW MARKET ST,0.11985878,,,"In Street, Minor Separation",0,NA,LOCAL,19236,675,,,"(47.66867869200007, -122.38757648699999)",632.854333
6580,3RD AVE NW,0.05022679,,,"In Street, Major Separation",0,NA,LOCAL,4491,264,,,"(47.70366815700004, -122.36075296399997)",265.197472
6581,35TH AVE SW,0.12567598,,,"In Street, Major Separation",0,NA,CITYWIDE,5457,247,,,"(47.55196128000006, -122.37630709199999)",663.569181
6582,5TH AVE,0.05793601,,,"In Street, Major Separation",0,NA,CITYWIDE,7227,316,,,"(47.604412909000075, -122.32984160499996)",305.9021373
6583,5TH AVE N,0.08073817,,,"In Street, Major Separation",0,NA,CITYWIDE,7251,319,,,"(47.61973935200007, -122.34761075199998)",426.2975406
6584,FAUNTLEROY WAY SW,0.03619243,,,"In Street, Major Separation",0,NA,CITYWIDE,10384,478,,,"(47.56326377700003, -122.378771127)",191.0960108
6585,M L KING JR WR WAY S,0.1348743,,,"In Street, Major Separation",0,NA,CITYWIDE,11543,550,,,"(47.55705946100005, -122.29112051299995)",712.1363179
6586,SAND POINT WAY NE,0.11574539,,,"In Street, Minor Separation",0,NA,LOCAL,12729,775,,,"(47.69269657700005, -122.27081947899995)",611.0810999
6587,MAGNOLIA BLVD W,0.05325209,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,11622,556,,,"(47.651338235000026, -122.41237353099996)",280.8917481
6588,GREEN LAKE DR N,0.07253833,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10680,495,,,"(47.68564978100005, -122.33779493999998)",383.002372
6589,35TH AVE NE,0.05718501,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,5380,244,,,"(47.69663122700007, -122.29055704199999)",301.9368277
6590,7TH AVE,0.05793782,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,8153,560,,,"(47.60534017700007, -122.32762425499999)",305.9116679
6591,AIRPORT WAY S,0.0663605,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,8654,303,,,"(47.594157867000035, -122.32507145599999)",350.3834378
6592,GREEN LAKE WAY N,0.04684115,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10696,459,,,"(47.66708568300004, -122.34008542899994)",247.3212809
6593,LAKE WASHINGTON BLVD E,0.06594866,12/31/2012 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,11213,434,,,"(47.64035286200004, -122.29667948699995)",348.1539013
6594,M L KING JR WAY S,0.0554629,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,11500,554,,,"(47.60165615300008, -122.29676784199995)",292.806574
6595,EAST GREEN LAKE WAY N,0.16604655,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,14079,458,,,"(47.67740813200004, -122.33216930099996)",876.3815671
6596,E UNION ST,0.06099821,12/31/2000 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,14904,452,,,"(47.61293104200007, -122.29880592099994)",322.0705466
6597,S COLUMBIAN WAY,0.20448288,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,19703,710,,,"(47.560429330000034, -122.30120805799999)",1079.499337
6598,W GOVERNMENT WAY,0.02203624,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,23386,492,,,"(47.661310006000065, -122.39715524299999)",116.3513212
6599,12TH AVE E,0.08065215,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,1551,115,,,"(47.61993670700008, -122.31692834299997)",425.8433696
6600,24TH AVE NW,0.02223983,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,3607,608,,,"(47.68868333800003, -122.38760106899997)",117.4262842
6601,EAST MARGINAL WAY S,0.07638829,,,"In Street, Major Separation",0,NA,CITYWIDE,14411,462,,,"(47.54153932300005, -122.32562809999996)",403.3301634
6602,GREEN LAKE DR N,0.08072055,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10682,495,,,"(47.68692953900006, -122.34045581799995)",426.159902
6603,GILMAN AVE W,0.13998899,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10634,174,,,"(47.65033189300004, -122.38198969899997)",739.1418458
6604,MAGNOLIA BLVD W,0.11023156,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,11621,556,,,"(47.65043733700003, -122.41419269399995)",581.8224431
6605,NE 62ND ST,0.0618543,,,Neighborhood Greenway,0,NA,LOCAL,17185,637,,,"(47.67333424700007, -122.31565773999995)",326.5905437
6606,NE 68TH ST,0.05117252,,,Neighborhood Greenway,0,NA,CITYWIDE,17354,641,,,"(47.67760010500007, -122.28818427199997)",270.1908844
6607,19TH AVE,0.06223268,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,2652,0,,,"(47.617604766000056, -122.30739825299997)",328.588332
6608,8TH AVE NW,0.04999835,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,8416,0,,,"(47.69353641200007, -122.36600965399998)",263.9913053
6609,FAUNTLEROY WAY SW,0.0549458,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10404,475,,,"(47.54230172300004, -122.39003051799995)",290.1138355
6610,GALER ST,0.02894135,,,Neighborhood Greenway,0,NA,LOCAL,10600,489,,,"(47.63230775800008, -122.35019254199995)",152.8103276
6611,HUNTER WR BLVD S,0.08989186,12/31/2009 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,10976,0,,,"(47.57373696700006, -122.28504813999996)",474.6290195
6612,LAKE WASHINGTON BLVD E,0.06106453,12/31/2012 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,11204,521,,,"(47.62251474200008, -122.28551409499994)",322.4060169
6613,N 100TH ST,0.03274725,,,Neighborhood Greenway,0,NA,LOCAL,14961,578,,,"(47.70146108400007, -122.35541487499995)",172.9054813
6614,S JUNEAU ST,0.0583212,,,Neighborhood Greenway,0,NA,LOCAL,20550,746,,,"(47.54970669700003, -122.27538716099997)",307.9359491
6615,4TH AVE,0.05793159,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,6128,298,,,"(47.607514998000056, -122.33421346999995)",305.8787945
6616,15TH AVE S,0.1011889,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,2150,143,,,"(47.57309371400004, -122.31339624799995)",534.2773874
6617,15TH AVE S,0.12105599,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,2155,144,,,"(47.56899526800004, -122.31344443299997)",639.1550754
6618,ROOSEVELT WAY NE,0.04632832,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,12658,707,,,"(47.71152886300007, -122.31790097199996)",244.6135151
6619,EAST MARGINAL WAY S,0.06978763,12/31/2011 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,14413,462,,,"(47.540513221000026, -122.32368438399999)",368.4786638
6620,E LAKE WASHINGTON BLVD,0.12164712,12/31/2012 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,14277,434,,,"(47.644142687000056, -122.30201994899994)",642.2317464
6621,EASTLAKE AVE E,0.07955898,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,10164,468,,,"(47.62082387600003, -122.32914203999997)",420.0713974
6622,FAUNTLEROY WAY SW,0.05789,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,10411,476,,,"(47.53580354200005, -122.39257830199995)",305.6591888
6623,20TH AVE NE,0.12565121,12/31/2010 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,2960,170,,,"(47.66125713100007, -122.30652821299998)",663.4383725
6624,4TH AVE,0.05790347,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,6124,298,,,"(47.60466155800003, -122.33160430799995)",305.7303275
6625,FREMONT AVE N,0.04927553,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,10501,484,,,"(47.66358801900003, -122.35002298199998)",260.1748084
6626,ROOSEVELT WAY NE,0.06274988,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,12648,708,,,"(47.70219570800003, -122.31771777999995)",331.3193833
6627,E YESLER WAY,0.04139417,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,14953,453,,,"(47.60165416700005, -122.295819387)",218.5611926
6628,M L KING JR WR WAY S,0.25308833,,,"In Street, Major Separation",0,NA,CITYWIDE,11574,545,,,"(47.52069753200004, -122.27998314999996)",1336.2925
6629,ERSKINE WAY SW,0.01421763,,,"In Street, Minor Separation",0,NA,LOCAL,273778,470,,,"(47.55767438200007, -122.38960751699994)",75.06910983
6630,SWIFT AVE S,0.01547795,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,163547,835,,,"(47.54750088600008, -122.30888162699995)",81.72354996
6631,1ST AVE NW,0.05000519,,,Neighborhood Greenway,0,NA,LOCAL,1153,678,,,"(47.68766426800005, -122.35797399699999)",264.0274087
6632,36TH AVE W,0.12494153,,,Neighborhood Greenway,0,NA,LOCAL,5659,214,,,"(47.65224122200004, -122.40359990499996)",659.6906223
6633,42ND AVE S,0.04111689,,,Neighborhood Greenway,0,NA,LOCAL,6547,276,,,"(47.55582357700007, -122.28073971599997)",217.0971806
6634,BEACON WR AVE S,0.03766011,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,9151,0,,,"(47.540907815000025, -122.29880593299998)",198.8453762
6635,MINOR AVE,0.07979263,,,Neighborhood Greenway,0,NA,LOCAL,11876,566,,,"(47.61295909100005, -122.32688437299998)",421.3051083
6636,EAST MARGINAL WAY S,0.1493781,,,Multi-use Trail,0,NA,CITYWIDE,14396,464,,,"(47.559551776000035, -122.33944136799994)",788.7055449
6637,NE 130TH ST,0.06316721,,,Neighborhood Greenway,0,NA,LOCAL,16546,196,,,"(47.72295929000006, -122.30458467499994)",333.5228496
6638,NW 70TH ST,0.02567457,,,Neighborhood Greenway,0,NA,LOCAL,18743,671,,,"(47.67942559200003, -122.40053056099998)",135.5617401
6639,S COLUMBIAN WAY,0.11583506,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,19695,719,,,"(47.56324162900006, -122.31274147999994)",611.5862869
6640,S JACKSON ST,0.05681627,12/31/1990 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,20503,744,,,"(47.599268841000026, -122.29988378099995)",299.9898986
6641,SW BARTON ST,0.0627831,,,"In Street, Minor Separation",0,NA,LOCAL,21855,801,,,"(47.52109826100008, -122.38077912399996)",331.4946269
6642,SW MORGAN ST,0.06398164,12/31/2012 12:00:00 AM +0000,,"In Street, Major Separation",0,UPGRADE,CITYWIDE,22594,822,,,"(47.54473088300006, -122.37913885999996)",337.8230745
6643,SW MYRTLE ST,0.06457972,,,Neighborhood Greenway,0,NA,LOCAL,22612,230,,,"(47.53918956900003, -122.36981395499998)",340.9809455
6644,BEACON ER AVE S,0.03352305,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,166925,0,,,"(47.56011265800004, -122.30453256299995)",177.001684
6645,MOUNTAINS TO SOUND TRL,0.13523931,12/31/1990 12:00:00 AM +0000,Multi-use Trail,,0,MEETS,CITYWIDE,287023,0,,,"(47.59002789700003, -122.30001488599999)",714.0635534
6646,BURKE GILMAN TRL,0.25782317,12/31/1970 12:00:00 AM +0000,Multi-use Trail,,0,MEETS,CITYWIDE,287215,0,,,"(47.67573704100005, -122.26656513499995)",1361.297252
6647,32ND AVE NE,0.05946572,,,Neighborhood Greenway,0,NA,LOCAL,4964,224,,,"(47.70306245800003, -122.29411828299999)",313.9790055
6648,BEACON WR AVE S,0.08420251,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,9150,0,,,"(47.54207584200003, -122.29930212699998)",444.5591115
6649,GILMAN AVE W,0.03867763,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,10643,492,,,"(47.660316081000076, -122.39220881299997)",204.1842819
6650,NW 64TH ST,0.13271078,,,Neighborhood Greenway,0,NA,LOCAL,18588,669,,,"(47.67528703100004, -122.38473987399999)",700.7129066
6651,S HILL ST,0.06099997,,,Neighborhood Greenway,0,NA,LOCAL,20257,191,,,"(47.584516534000045, -122.30554993099997)",322.0798476
6652,S SPOKANE NR ST,0.12552942,,,Multi-use Trail,0,NA,CITYWIDE,21311,414,,,"(47.571702842000036, -122.33946676499994)",662.7880962
6653,SW BARTON ST,0.04828668,,,"In Street, Minor Separation",0,NA,LOCAL,21854,801,,,"(47.52109078900003, -122.37974735599994)",254.953684
6654,W BERTONA ST,0.08347847,,,"In Street, Minor Separation",0,NA,LOCAL,23084,839,,,"(47.65042697600006, -122.35909153199998)",440.7663375
6655,W GOVERNMENT WAY,0.04932586,12/31/1980 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,23385,492,,,"(47.66131315200005, -122.39609837799998)",260.4405658
6656,W SMITH ST,0.06253821,,,Neighborhood Greenway,0,NA,LOCAL,23745,848,,,"(47.641411754000046, -122.36492340199999)",330.2017624
6657,LAKE WASHINGTON BLVD E,0.02191295,,,"In Street, Minor Separation",0,NA,LOCAL,340239,564,,,"(47.61994776500006, -122.28158524199995)",115.4538305
6658,SENECA ST,0.06101213,12/31/2012 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,12778,779,,,"(47.60937180500008, -122.32977649999998)",322.1440551
6659,STONE AVE N,0.04996579,,,Neighborhood Greenway,0,NA,LOCAL,12927,572,,,"(47.689095577000046, -122.34181904299999)",263.8193482
6660,SWIFT AVE S,0.04355753,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,13049,758,,,"(47.53920306300006, -122.29957249499995)",229.8785985
6661,YESLER WAY,0.03275963,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,13760,676,,,"(47.60172329800008, -122.33487970999994)",172.9708439
6662,E REPUBLICAN ST,0.02809654,,,Neighborhood Greenway,0,NA,CITYWIDE,14692,444,,,"(47.62313252700005, -122.32719348399996)",148.349744
6663,E ROY ST,0.04217142,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,UPGRADE,CITYWIDE,14748,385,,,"(47.62504920300006, -122.32089298799997)",222.6650874
6664,E UNION ST,0.06496425,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,14889,449,,,"(47.612931253000056, -122.31812237799994)",343.0112326
6665,N 120TH ST,0.08749525,,,Neighborhood Greenway,0,NA,LOCAL,15102,880,,,"(47.71593344000007, -122.33736875499994)",461.9749188
6666,N 34TH ST,0.11135956,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,15286,585,,,"(47.64958972900007, -122.34974744899995)",587.9784758
6667,N 50 UPPER ST,0.06791511,,,"In Street, Major Separation",0,NA,CITYWIDE,15657,598,,,"(47.66504074900007, -122.35000285199999)",358.3872825
6668,NE 125TH ST,0.06302466,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,16491,619,,,"(47.719352987000036, -122.30592004799996)",332.77023
6669,NE 47TH ST,0.05114363,,,Neighborhood Greenway,0,NA,CITYWIDE,16894,632,,,"(47.66311177700004, -122.316358547)",270.038377
6670,NE 68TH ST,0.06313919,,,Neighborhood Greenway,0,NA,CITYWIDE,17350,641,,,"(47.67759814200008, -122.29303256299994)",333.3748992
6671,S COLLEGE ST,0.02655882,,,"In Street, Minor Separation",0,NA,LOCAL,19681,718,,,"(47.58294568000008, -122.30295409499996)",140.2305701
6672,S FRONT ST,0.05740754,,,Neighborhood Greenway,0,NA,LOCAL,20061,764,,,"(47.54559322500006, -122.33431434299996)",303.0922672
6673,S HENDERSON ST,0.06702877,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,20243,733,,,"(47.52331040400003, -122.27283355499998)",353.9118828
6674,S HOLLY ST,0.06934463,,,Neighborhood Greenway,0,NA,LOCAL,20356,740,,,"(47.542470739000066, -122.28627714999999)",366.1396471
6675,SW ELMGROVE ST,0.06307501,,,Neighborhood Greenway,0,NA,LOCAL,22143,211,,,"(47.53008287700004, -122.36719536799995)",333.0360339
6676,SW JUNEAU ST,0.0570217,,,Neighborhood Greenway,0,NA,LOCAL,22458,811,,,"(47.55010150500004, -122.36179121299995)",301.0745966
6677,NE 125TH ST,0.03883123,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,16489,619,,,"(47.71936523200003, -122.30727176299996)",205.0289176
6678,WOODLAND PARK LOOP,0.20458226,,,Neighborhood Greenway,0,NA,LOCAL,336205,602,,,"(47.67047264400003, -122.35428810099995)",1079.603344
6679,25TH AVE S,0.08356428,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,3776,0,,,"(47.59676704000003, -122.29995714199998)",441.2192687
6680,21ST AVE E,0.12593432,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,3114,430,,,"(47.62683398000007, -122.30477949499999)",664.9332227
6681,21ST AVE S,0.03443931,,,Neighborhood Greenway,0,NA,LOCAL,3182,172,,,"(47.57835396100006, -122.30536926599996)",181.8395474
6682,22ND AVE,0.12615466,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,3233,186,,,"(47.615302101000054, -122.303574417)",665.8522971
6683,HIGHLAND UPPER DR,0.0729166,,,Neighborhood Greenway,0,NA,LOCAL,10903,218,,,"(47.629765011000075, -122.35405676499994)",384.7161899
6684,MERCER ST,0.1030037,12/31/1776 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,11768,0,,,"(47.62455804800004, -122.34626626299996)",543.8595543
6685,WESTERN AVE,0.05796134,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,13501,861,,,"(47.60565705700003, -122.33865392699994)",306.0358844
6686,E GALER ST,0.05206614,,,Neighborhood Greenway,0,NA,LOCAL,14017,483,,,"(47.63225547800005, -122.32607101999997)",274.9092399
6687,EAST MARGINAL WAY S,0.13480693,,,Multi-use Trail,0,NA,CITYWIDE,14403,464,,,"(47.550109803000055, -122.33527537699996)",711.7806165
6688,NE 62ND ST,0.04925087,,,Neighborhood Greenway,0,NA,LOCAL,17199,228,,,"(47.67397864800006, -122.29325802399995)",260.0445892
6689,SW HENDERSON ST,0.01845395,,,"In Street, Minor Separation",0,NA,LOCAL,22302,813,,,"(47.522861344000034, -122.36009936199997)",97.43686361
6690,SW JUNEAU ST,0.06308323,,,Neighborhood Greenway,0,NA,LOCAL,22463,803,,,"(47.550122791000035, -122.37231090299997)",333.0794798
6691,SW THISTLE ST,0.06312855,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,22888,833,,,"(47.52828283400004, -122.361809645)",333.3187255
6692,W EMERSON ST,0.0482957,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,23299,846,,,"(47.654091169000026, -122.40894964699999)",255.0012823
6693,11TH AVE NW,0.05037615,,,Neighborhood Greenway,0,NA,LOCAL,1430,112,,,"(47.66365786400007, -122.37076645999997)",265.9860504
6694,14TH AVE S,0.06340946,,,Neighborhood Greenway,0,NA,LOCAL,1939,129,,,"(47.57599601800007, -122.314677357)",334.527525
6695,UNIVERSITY ST,0.06097324,,,Neighborhood Greenway,0,NA,CITYWIDE,13209,354,,,"(47.611479014000054, -122.32709680599999)",321.9387087
6696,WOODLAND PARK AVE N,0.07498285,,,Neighborhood Greenway,0,NA,CITYWIDE,13654,597,,,"(47.65664914300004, -122.34464560199996)",395.9094343
6697,N 36TH ST,0.052931,,,Neighborhood Greenway,0,NA,LOCAL,15339,588,,,"(47.650483087000055, -122.33267694299997)",279.4757057
6698,N 53RD ST,0.09769562,,,Neighborhood Greenway,0,NA,LOCAL,15679,600,,,"(47.66722128200007, -122.33848479999995)",515.8328922
6699,NE 115TH ST,0.06251347,,,Neighborhood Greenway,0,NA,LOCAL,16360,616,,,"(47.711940784000035, -122.289308931)",330.0711408
6700,S HANFORD ST,0.01834871,,,Neighborhood Greenway,0,NA,LOCAL,20181,731,,,"(47.57508688400003, -122.31076457399996)",96.88118626
