,OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length,BG_geoid,BG_label
6259,6260,37TH AVE SW,0.12604755,,,Neighborhood Greenway,0.0,,LOCAL,5784.0,258.0,,,"(47.54655523400004, -122.37909922999995)",665.5310657000001,530330106001,Blkgrp 0106001
6260,6261,6TH AVE NW,0.05111307,,,Neighborhood Greenway,0.0,,LOCAL,7939.0,325.0,,,"(47.66791134300007, -122.36328368)",269.8769966,530330048004,Blkgrp 0048004
6261,6262,FAIRVIEW AVE E,0.06951733,,,Neighborhood Greenway,0.0,,CITYWIDE,10337.0,473.0,,,"(47.63385963400003, -122.32692388999999)",367.05151789999996,530330066001,Blkgrp 0066001
6262,6263,THOMAS ST,0.06179771,,,Neighborhood Greenway,0.0,,LOCAL,13135.0,837.0,,,"(47.62089811300007, -122.34500770299996)",326.2919224,530330072001,Blkgrp 0072001
6263,6264,S MOUNT BAKER EB BV,0.0368472,,,"In Street, Minor Separation",0.0,,LOCAL,20892.0,755.0,,,"(47.57696041600008, -122.28875847999996)",194.1684435,530330095003,Blkgrp 0095003
6264,6265,SW BARTON ST,0.06357569,,,"In Street, Minor Separation",0.0,,LOCAL,21849.0,802.0,,,"(47.52105200600005, -122.37268597099995)",335.67965330000004,530330115002,Blkgrp 0115002
6265,6266,SW CHARLESTOWN ST,0.05115609,,,"In Street, Minor Separation",0.0,,LOCAL,21974.0,804.0,,,"(47.570314060000044, -122.39743478499997)",270.1041613,530330097024,Blkgrp 0097024
6266,6267,W MCGRAW ST,0.06251372,,,"In Street, Minor Separation",0.0,,LOCAL,23551.0,850.0,,,"(47.63959636800007, -122.35825092799996)",330.0724164,530330068002,Blkgrp 0068002
6267,6268,11TH AVE W,0.02843525,,,Neighborhood Greenway,0.0,,CITYWIDE,1496.0,130.0,,,"(47.64321797200006, -122.37153838199998)",150.1381138,530330059004,Blkgrp 0059004
6268,6269,15TH AVE NE,0.12634917,,,"In Street, Minor Separation",0.0,,LOCAL,2079.0,141.0,,,"(47.708528407000074, -122.31243035999995)",667.1236379,530330011002,Blkgrp 0011002
6269,6270,15TH AVE NE,0.06282535,,,"In Street, Minor Separation",0.0,,LOCAL,2061.0,132.0,,,"(47.69034101700004, -122.31223160599995)",331.71783849999997,530330020001,Blkgrp 0020001
6270,6271,35TH AVE SW,0.12739792,,,"In Street, Major Separation",0.0,,CITYWIDE,5453.0,247.0,,,"(47.55927712700003, -122.37623185099994)",672.6609961,530330099003,Blkgrp 0099003
6271,6272,N 50 UPPER ST,0.05823893,,,"In Street, Major Separation",0.0,,CITYWIDE,15658.0,598.0,,,"(47.66501125700006, -122.34855909799995)",307.5015738,530330035003,Blkgrp 0035003
6272,6273,SW GENESEE ST,0.06147745,,,"In Street, Minor Separation",0.0,,LOCAL,22217.0,809.0,,,"(47.56476428900004, -122.39214789899995)",324.6009287,530330097023,Blkgrp 0097023
6273,6274,SW BARTON PL,0.13066631,,,"In Street, Minor Separation",0.0,,LOCAL,163649.0,813.0,,,"(47.52245569200005, -122.36187176099997)",689.9180986,530330114021,Blkgrp 0114021
6274,6275,BROOKLYN AVE NE,0.01557797,,,"In Street, Minor Separation",0.0,,LOCAL,9477.0,389.0,,,"(47.655999989000065, -122.31442451499998)",82.25166953,530330053021,Blkgrp 0053021
6275,6276,RAINIER AVE S,0.05382418,,,"In Street, Major Separation",0.0,,CITYWIDE,12424.0,688.0,,,"(47.52014716100007, -122.26971899099999)",283.86622969999996,530330118006,Blkgrp 0118006
6276,6277,20TH AVE NE,0.01111733,,,"In Street, Minor Separation",0.0,,LOCAL,2966.0,169.0,,,"(47.669178017000036, -122.30649060999997)",58.69804533,530330044001,Blkgrp 0044001
6277,6278,EASTLAKE AVE E,0.07164808,,,"In Street, Major Separation",0.0,,CITYWIDE,10172.0,467.0,,,"(47.63385961900008, -122.32558709199998)",378.3018724,530330066001,Blkgrp 0066001
6278,6279,FAIRVIEW AVE N,0.02719433,,,"In Street, Major Separation",0.0,,CITYWIDE,10353.0,474.0,,,"(47.62596862200007, -122.33434415099998)",143.320525,530330066001,Blkgrp 0066001
6279,6280,NE 41ST ST,0.12597929,,,"In Street, Minor Separation",0.0,,LOCAL,16767.0,562.0,,,"(47.65841262600003, -122.27938377399994)",665.1706586,530330041003,Blkgrp 0041003
6280,6281,15TH AVE NE,0.10239823,,,"In Street, Major Separation",0.0,,CITYWIDE,2032.0,137.0,,,"(47.65681959300008, -122.31211005299997)",540.6176952000001,530330053014,Blkgrp 0053014
6281,6282,NE 110TH ST,0.06243735,,,"In Street, Minor Separation",0.0,,LOCAL,16289.0,614.0,,,"(47.70837217900004, -122.29076239899996)",329.6691897,530330008002,Blkgrp 0008002
6282,6283,14TH AVE,0.05826335,,,"In Street, Minor Separation",0.0,,LOCAL,1842.0,131.0,,,"(47.60350968400007, -122.31419011699995)",306.3618809,530330086003,Blkgrp 0086003
6283,6284,MONTLAKE BLVD E,0.04347561,,,"In Street, Major Separation",0.0,,CITYWIDE,11904.0,465.0,,,"(47.64396127200007, -122.30409754799996)",229.55122200000002,530330062002,Blkgrp 0062002
6284,6285,RAINIER AVE S,0.06043176,,,"In Street, Major Separation",0.0,,CITYWIDE,12344.0,380.0,,,"(47.59665174500003, -122.31212118299999)",319.0796711,530330090002,Blkgrp 0090002
6285,6286,14TH AVE S,0.05864362,,,"In Street, Minor Separation",0.0,,LOCAL,1956.0,146.0,,,"(47.52644088900007, -122.31491041099997)",309.63833900000003,530330112003,Blkgrp 0112003
6286,6287,OLYMPIC WAY W,0.03737829,,,"In Street, Major Separation",0.0,,CITYWIDE,12055.0,677.0,,,"(47.62825862700004, -122.36760497799997)",197.2430793,530330058022,Blkgrp 0058022
6287,6288,M L KING JR WAY E,0.02149475,,,"In Street, Minor Separation",0.0,,LOCAL,11498.0,432.0,,,"(47.62251330600003, -122.29613239799994)",113.4922879,530330077002,Blkgrp 0077002
6288,6289,NW 70TH ST,0.06311015,,,Neighborhood Greenway,0.0,,LOCAL,18741.0,671.0,,,"(47.67946472500006, -122.39838386599996)",333.2215884,530330031004,Blkgrp 0031004
6289,6290,S ROYAL BROUGHAM WAY,0.06669759,,,"In Street, Major Separation",0.0,,CITYWIDE,21218.0,767.0,,,"(47.592393780000066, -122.32739528999997)",352.163263,530330093002,Blkgrp 0093002
6290,6291,NE 100TH ST,0.06551056,,,"In Street, Major Separation",0.0,,CITYWIDE,351228.0,324.0,,,"(47.70136631300005, -122.32721885099994)",345.8957582,530330019001,Blkgrp 0019001
6291,6292,1ST AVE NE,0.08743782,,,"In Street, Major Separation",0.0,,CITYWIDE,1096.0,161.0,,,"(47.70373065700005, -122.32853293499994)",461.67170760000005,530330012004,Blkgrp 0012004
6292,6293,15TH AVE NE,0.03631283,,,"In Street, Minor Separation",0.0,,LOCAL,2043.0,140.0,,,"(47.671205437000026, -122.31189875999996)",191.7317405,530330044002,Blkgrp 0044002
6293,6294,19TH AVE NE,0.10598858,,,Neighborhood Greenway,0.0,,CITYWIDE,2673.0,152.0,,,"(47.66486033900003, -122.30719103999996)",559.6196974,530330044003,Blkgrp 0044003
6294,6295,5TH AVE,0.08068102,,,"In Street, Minor Separation",0.0,,LOCAL,7242.0,317.0,,,"(47.61295826700007, -122.33787347699996)",425.99578539999993,530330072001,Blkgrp 0072001
6295,6296,GALER ST,0.02464407,,,Neighborhood Greenway,0.0,,LOCAL,10598.0,489.0,,,"(47.63230964600007, -122.35131757399995)",130.1207137,530330070001,Blkgrp 0070001
6296,6297,KEYSTONE PL N,0.0564669,,,Neighborhood Greenway,0.0,,LOCAL,11120.0,514.0,,,"(47.66718706200004, -122.33200749999997)",298.1452505,530330046002,Blkgrp 0046002
6297,6298,NE 44TH ST,0.05043242,,,Neighborhood Greenway,0.0,,LOCAL,16825.0,629.0,,,"(47.66020308700007, -122.32405286499994)",266.28320279999997,530330052004,Blkgrp 0052004
6298,6299,NE 98TH ST,0.09327943,,,"In Street, Major Separation",0.0,,CITYWIDE,17952.0,654.0,,,"(47.700271411000074, -122.30331816499995)",492.51476339999994,530330020001,Blkgrp 0020001
6299,6300,NW 70TH ST,0.050000199999999995,,,Neighborhood Greenway,0.0,,LOCAL,18728.0,671.0,,,"(47.679523275000065, -122.37891563099998)",264.0010777,530330033005,Blkgrp 0033005
6300,6301,S FOREST ST,0.05799523,,,Neighborhood Greenway,0.0,,LOCAL,20042.0,726.0,,,"(47.577746766000075, -122.31205563199995)",306.2147986,530330100022,Blkgrp 0100022
6301,6302,S HOLGATE BR,0.21472331,,,"In Street, Minor Separation",0.0,,LOCAL,20314.0,737.0,,,"(47.586101169000074, -122.323500578)",1133.713901,530330093001,Blkgrp 0093001
6302,6303,S SNOQUALMIE ST,0.03241885,,,Neighborhood Greenway,0.0,,CITYWIDE,21256.0,769.0,,,"(47.56170070100006, -122.313480073)",171.1714862,530330104024,Blkgrp 0104024
6303,6304,S SPOKANE ST,0.0638185,,,"In Street, Minor Separation",0.0,,LOCAL,21290.0,771.0,,,"(47.57192470100006, -122.30961791899995)",336.9616557,530330100024,Blkgrp 0100024
6304,6305,SW TRENTON ST,0.0394675,,,Neighborhood Greenway,0.0,,LOCAL,22916.0,834.0,,,"(47.524691345000065, -122.35310691399997)",208.388403,530330113003,Blkgrp 0113003
6305,6306,48TH AVE SW,0.12804400000000002,,,Neighborhood Greenway,0.0,,LOCAL,7139.0,296.0,,,"(47.57752252800003, -122.39325191199998)",676.0722182,530330097021,Blkgrp 0097021
6306,6307,M L KING JR WAY S,0.09596779,,,"In Street, Major Separation",0.0,,CITYWIDE,11517.0,543.0,,,"(47.58250888300006, -122.29791033299995)",506.6723386,530330095002,Blkgrp 0095002
6307,6308,WALLINGFORD AVE N,0.04924593,,,Neighborhood Greenway,0.0,,LOCAL,13375.0,599.0,,,"(47.66286698400006, -122.33642195699997)",260.0185293,530330051001,Blkgrp 0051001
6308,6309,EAST MARGINAL WAY S,0.04656524,,,"In Street, Major Separation",0.0,,CITYWIDE,14405.0,463.0,,,"(47.54800543700003, -122.33416792299994)",245.8644769,530330109002,Blkgrp 0109002
6309,6310,S WALDEN ST,0.04175674,,,Neighborhood Greenway,0.0,,CITYWIDE,19861.0,769.0,,,"(47.57170865100005, -122.29776951499997)",220.374933,530330100013,Blkgrp 0100013
6310,6311,20TH AVE S,0.04168866,,,Neighborhood Greenway,0.0,,LOCAL,3052.0,172.0,,,"(47.58691569400003, -122.30696139499997)",219.7141201,530330094002,Blkgrp 0094002
6311,6312,33RD AVE,0.07992975,,,Neighborhood Greenway,0.0,,LOCAL,5109.0,235.0,,,"(47.614052256000036, -122.29032848499997)",422.02907039999997,530330078003,Blkgrp 0078003
6312,6313,35TH AVE SW,0.12578411,,,"In Street, Major Separation",0.0,,CITYWIDE,5464.0,248.0,,,"(47.54104024800006, -122.37653138199994)",664.1400977000001,530330106001,Blkgrp 0106001
6313,6314,6TH AVE NW,0.0505983,,,Neighborhood Greenway,0.0,,LOCAL,7954.0,330.0,,,"(47.68546742700005, -122.36332788499999)",267.1590349,530330029003,Blkgrp 0029003
6314,6315,FAIRMOUNT AVE SW,0.08379102,,,Neighborhood Greenway,0.0,,LOCAL,10330.0,472.0,,,"(47.584621292000065, -122.37935785599996)",442.04920949999996,530330096001,Blkgrp 0096001
6315,6316,FAUNTLEROY WAY SW,0.08233006,,,"In Street, Major Separation",0.0,,CITYWIDE,10421.0,476.0,,,"(47.52317298100007, -122.39298987199999)",434.7027341,530330116005,Blkgrp 0116005
6316,6317,M L KING JR WAY S,0.0148526,,,"In Street, Major Separation",0.0,,CITYWIDE,11521.0,553.0,,,"(47.57593449600006, -122.29673317299995)",78.42171361,530330100011,Blkgrp 0100011
6317,6318,MYERS WAY S,0.52685508,,,"In Street, Minor Separation",1.0,,LOCAL,11941.0,717.0,,,"(47.522322333000034, -122.33484135399999)",2781.790191,530330112001,Blkgrp 0112001
6318,6319,RENTON AVE S,0.05245035,,,Neighborhood Greenway,0.0,,CITYWIDE,12509.0,278.0,,,"(47.55122214900007, -122.28504875699997)",276.93784280000006,530330103003,Blkgrp 0103003
6319,6320,S SPOKANE ST,0.05146807,,,"In Street, Minor Separation",0.0,,LOCAL,21288.0,771.0,,,"(47.571925485000065, -122.31140843899999)",271.7514338,530330100024,Blkgrp 0100024
6320,6321,S WALDEN ST,0.05984863,,,Neighborhood Greenway,0.0,,LOCAL,21432.0,742.0,,,"(47.57211322300003, -122.29631532299999)",316.00075439999995,530330095004,Blkgrp 0095004
6321,6322,1ST AVE NW,0.12534178,,,Neighborhood Greenway,0.0,,LOCAL,1176.0,166.0,,,"(47.721433295000054, -122.35824907599999)",661.8045909,530330004024,Blkgrp 0004024
6322,6323,LINDEN AVE N,0.04925133,,,Neighborhood Greenway,0.0,,LOCAL,11397.0,538.0,,,"(47.66004814400003, -122.34864000299996)",260.0470155,530330049005,Blkgrp 0049005
6323,6324,SAND POINT WAY NE,0.06494818,,,"In Street, Minor Separation",0.0,,LOCAL,12719.0,777.0,,,"(47.672842210000056, -122.26709672899995)",342.9264031,530330042001,Blkgrp 0042001
6324,6325,N 83RD ST,0.12479214,,,Neighborhood Greenway,0.0,,CITYWIDE,15936.0,608.0,,,"(47.689111867000065, -122.35797628199998)",658.9025059999999,530330029001,Blkgrp 0029001
6325,6326,NE 105TH ST,0.06393119,,,Neighborhood Greenway,0.0,,LOCAL,16238.0,613.0,,,"(47.70478491400007, -122.29087462099994)",337.5566606,530330008002,Blkgrp 0008002
6326,6327,NE 41ST ST,0.03410626,,,"In Street, Minor Separation",0.0,,LOCAL,16766.0,562.0,,,"(47.65841341400005, -122.28011450599996)",180.08104269999998,530330041003,Blkgrp 0041003
6327,6328,NW 137TH ST,0.04356122,,,Neighborhood Greenway,0.0,,LOCAL,18272.0,584.0,,,"(47.72870443800008, -122.36152944399998)",230.003241,530330005001,Blkgrp 0005001
6328,6329,S ORCAS ST,0.05825162,,,"In Street, Minor Separation",0.0,,LOCAL,20997.0,760.0,,,"(47.55116467000005, -122.27538228599997)",307.5685613,530330103002,Blkgrp 0103002
6329,6330,SW ALASKA ST,0.06177287,,,"In Street, Major Separation",0.0,,CITYWIDE,21738.0,795.0,,,"(47.561071852000055, -122.38545807799994)",326.160746,530330105004,Blkgrp 0105004
6330,6331,15TH AVE NE,0.12614768,,,"In Street, Major Separation",0.0,,CITYWIDE,2094.0,135.0,,,"(47.72847402700006, -122.31267513599994)",666.0597297,530330002003,Blkgrp 0002003
6331,6332,NE 45TH ST,0.04830889,,,"In Street, Minor Separation",0.0,,LOCAL,16871.0,630.0,,,"(47.66129068600003, -122.27834050699994)",255.0709501,530330041003,Blkgrp 0041003
6332,6333,NE 60TH ST,0.05386375,,,Neighborhood Greenway,0.0,,LOCAL,17133.0,637.0,,,"(47.67214935800007, -122.29747311399996)",284.40038639999995,530330043012,Blkgrp 0043012
6333,6334,NW 87TH ST,0.06297566,,,Neighborhood Greenway,0.0,,CITYWIDE,19005.0,561.0,,,"(47.692432901000075, -122.37545251999995)",332.51147589999994,530330016003,Blkgrp 0016003
6334,6335,S DAWSON ST,0.056146,,,Neighborhood Greenway,0.0,,CITYWIDE,19790.0,209.0,,,"(47.55615781200004, -122.30158595899996)",296.4508633,530330104012,Blkgrp 0104012
6335,6336,SW MORGAN ST,0.06841617,,,"In Street, Major Separation",0.0,,CITYWIDE,22599.0,822.0,,,"(47.54485370900005, -122.38575244799995)",361.2373832,530330106003,Blkgrp 0106003
6336,6337,36TH AVE SW,0.06667629,,,Neighborhood Greenway,0.0,,LOCAL,5617.0,377.0,,,"(47.56203547800004, -122.37745195999997)",352.050792,530330105001,Blkgrp 0105001
6337,6338,8TH AVE NE,0.06284654,,,Neighborhood Greenway,0.0,,LOCAL,8348.0,342.0,,,"(47.697672784000076, -122.32033312099998)",331.8297297,530330019002,Blkgrp 0019002
6338,6339,9TH AVE SW,0.12622618,,,"In Street, Minor Separation",0.0,,LOCAL,8621.0,506.0,,,"(47.52647063000006, -122.34674548599997)",666.4742125,530330113004,Blkgrp 0113004
6339,6340,ALASKAN WAY,0.11509465,,,"In Street, Major Separation",0.0,,CITYWIDE,8732.0,361.0,,,"(47.61333441700003, -122.35217287899997)",607.6997622,530330080013,Blkgrp 0080013
6340,6341,20TH AVE NE,0.06823146,,,Neighborhood Greenway,0.0,,LOCAL,2970.0,169.0,,,"(47.67479085100007, -122.30652230599998)",360.262112,530330043013,Blkgrp 0043013
6341,6342,25TH AVE SW,0.27463841,,,Neighborhood Greenway,0.0,,LOCAL,3807.0,198.0,,,"(47.544721148000065, -122.36435729699997)",1450.090793,530330107011,Blkgrp 0107011
6342,6343,34TH AVE NW,0.08368787,,,Neighborhood Greenway,0.0,,LOCAL,5249.0,238.0,,,"(47.67700954800006, -122.40104533999994)",441.87197630000003,530330032007,Blkgrp 0032007
6343,6344,37TH AVE NE,0.12702431,,,Neighborhood Greenway,0.0,,CITYWIDE,5714.0,257.0,,,"(47.726435398000035, -122.28821085299995)",670.6883579,530330001003,Blkgrp 0001003
6344,6345,45TH AVE SW,0.12769501,,,Neighborhood Greenway,0.0,,CITYWIDE,6853.0,288.0,,,"(47.56660619100006, -122.38944529499997)",674.2249742,530330097022,Blkgrp 0097022
6345,6346,NW 137TH ST,0.06286188,,,Neighborhood Greenway,0.0,,LOCAL,18270.0,584.0,,,"(47.72873837600008, -122.35959492499995)",331.9107513,530330004012,Blkgrp 0004012
6346,6347,NW 64TH ST,0.12204744,,,Neighborhood Greenway,0.0,,LOCAL,18587.0,669.0,,,"(47.67528318700005, -122.38212414099996)",644.410508,530330033004,Blkgrp 0033004
6347,6348,S CHARLESTOWN ST,0.03484391,,,Neighborhood Greenway,0.0,,CITYWIDE,19624.0,239.0,,,"(47.56977061300006, -122.29069886599996)",183.9758546,530330101004,Blkgrp 0101004
6348,6349,S HORTON NR ST,0.05814131,,,Neighborhood Greenway,0.0,,LOCAL,20417.0,742.0,,,"(47.57336966300005, -122.28128313899998)",306.95399649999996,530330101005,Blkgrp 0101005
6349,6350,1ST AVE NW,0.05020526,,,Neighborhood Greenway,0.0,,LOCAL,1146.0,678.0,,,"(47.68255563900004, -122.35797776199996)",265.0837871,530330029002,Blkgrp 0029002
6350,6351,11TH AVE NW,0.05047621,,,Neighborhood Greenway,0.0,,LOCAL,1434.0,112.0,,,"(47.666426071000046, -122.37076266999998)",266.514396,530330047002,Blkgrp 0047002
6351,6352,12TH AVE NW,0.02111742,,,Neighborhood Greenway,0.0,,LOCAL,1545.0,120.0,,,"(47.71787696500007, -122.37167992399998)",111.4999636,530330005001,Blkgrp 0005001
6352,6353,19TH AVE,0.05576684,,,Neighborhood Greenway,0.0,,CITYWIDE,2642.0,153.0,,,"(47.603514430000075, -122.30765933099997)",294.44888960000003,530330087003,Blkgrp 0087003
6353,6354,3RD AVE W,0.05769054,,,"In Street, Minor Separation",0.0,,LOCAL,4541.0,268.0,,,"(47.620955724000055, -122.36065487299999)",304.6060434,530330071001,Blkgrp 0071001
6354,6355,S MOUNT BAKER WB BV,0.02950694,,,"In Street, Minor Separation",0.0,,LOCAL,20899.0,755.0,,,"(47.57711266600006, -122.28981429999999)",155.64827150000002,530330095003,Blkgrp 0095003
6355,6356,15TH AVE NE,0.12634937,,,"In Street, Minor Separation",0.0,,LOCAL,2078.0,141.0,,,"(47.706699498000035, -122.31243004899994)",667.1246796,530330012001,Blkgrp 0012001
6356,6357,26TH AVE E,0.05273062,,,Neighborhood Greenway,0.0,,CITYWIDE,3850.0,199.0,,,"(47.629494065000074, -122.29903361299995)",278.41768460000003,530330064001,Blkgrp 0064001
6357,6358,8TH AVE NE,0.05109609,,,Neighborhood Greenway,0.0,,LOCAL,8313.0,343.0,,,"(47.66932091600006, -122.32010139999994)",269.7873275,530330045001,Blkgrp 0045001
6358,6359,S ROYAL BROUGHAM WAY,0.07727132,,,"In Street, Major Separation",0.0,,CITYWIDE,21217.0,767.0,,,"(47.592394384000045, -122.32904874299999)",407.9925675,530330093002,Blkgrp 0093002
6359,6360,SW ROXBURY ST,0.05961864,,,"In Street, Minor Separation",0.0,,LOCAL,22753.0,759.0,,,"(47.51729622900007, -122.34414943099995)",314.7864023,530330113002,Blkgrp 0113002
6360,6361,1ST AVE S,0.09538034,,,Neighborhood Greenway,0.0,,LOCAL,1227.0,764.0,,,"(47.54559322500006, -122.33431434299996)",503.42979560000003,530330109002,Blkgrp 0109002
6361,6362,6TH AVE NW,0.05214196,,,Neighborhood Greenway,0.0,,LOCAL,7925.0,325.0,,,"(47.65819044400007, -122.36398436799999)",275.3095743,530330048003,Blkgrp 0048003
6362,6363,9TH AVE W,0.05566088,,,Neighborhood Greenway,0.0,,CITYWIDE,8638.0,339.0,,,"(47.644307748000074, -122.36886967699996)",293.8894463,530330059004,Blkgrp 0059004
6363,6364,BANNER WAY NE,0.05640930000000001,,,"In Street, Minor Separation",0.0,,LOCAL,9058.0,369.0,,,"(47.68616544300005, -122.32428353899996)",297.8411262,530330027002,Blkgrp 0027002
6364,6365,SW GRAHAM ST,0.06494660000000001,,,Neighborhood Greenway,0.0,,LOCAL,22241.0,810.0,,,"(47.54658095600007, -122.38046744599995)",342.9180032,530330106001,Blkgrp 0106001
6365,6366,25TH AVE SW,0.12644976,,,Neighborhood Greenway,0.0,,LOCAL,3814.0,193.0,,,"(47.51919392000008, -122.36455641999999)",667.6547447,530330114023,Blkgrp 0114023
6366,6367,28TH AVE W,0.01808826,,,"In Street, Major Separation",0.0,,CITYWIDE,4244.0,181.0,,,"(47.643198046000066, -122.39295534999997)",95.50601229,530330057003,Blkgrp 0057003
6367,6368,30TH AVE NW,0.02429905,,,Neighborhood Greenway,0.0,,CITYWIDE,4665.0,608.0,,,"(47.68832493900004, -122.39574083899998)",128.2989902,530330031005,Blkgrp 0031005
6368,6369,48TH AVE SW,0.12474423,,,Neighborhood Greenway,0.0,,LOCAL,7141.0,296.0,,,"(47.573887264000064, -122.39339922999994)",658.6495302,530330097021,Blkgrp 0097021
6369,6370,61ST AVE SW,0.09557739,,,Neighborhood Greenway,0.0,,LOCAL,8086.0,328.0,,,"(47.57912495100004, -122.41064800699996)",504.6486406,530330097013,Blkgrp 0097013
6370,6371,S ROXBURY ST,0.01243648,,,"In Street, Minor Separation",0.0,,LOCAL,21200.0,765.0,,,"(47.51682387000005, -122.26539763899996)",65.56102301,530330118003,Blkgrp 0118003
6371,6372,SW ADMIRAL WAY,0.02586636,,,"In Street, Minor Separation",0.0,,LOCAL,21711.0,794.0,,,"(47.579249306000065, -122.39594688399995)",136.5743601,530330097021,Blkgrp 0097021
6372,6373,SW EDMUNDS ST,0.06232558,,,Neighborhood Greenway,0.0,,LOCAL,22121.0,289.0,,,"(47.55932665800003, -122.38954529399996)",329.0790561,530330105005,Blkgrp 0105005
6373,6374,35TH AVE SW,0.02620567,,,"In Street, Major Separation",0.0,,CITYWIDE,5470.0,248.0,,,"(47.53374241100005, -122.37661864399996)",138.3659489,530330115003,Blkgrp 0115003
6374,6375,31ST AVE NE,0.0483006,,,Neighborhood Greenway,0.0,,LOCAL,4800.0,224.0,,,"(47.68881654000006, -122.29499868299996)",255.0271804,530330024003,Blkgrp 0024003
6375,6376,36TH AVE SW,0.12433581,,,Neighborhood Greenway,0.0,,LOCAL,5637.0,255.0,,,"(47.524669825000046, -122.37795519299999)",656.4930901,530330115002,Blkgrp 0115002
6376,6377,59TH ER AVE SW,0.03530322,,,"In Street, Minor Separation",0.0,,LOCAL,7862.0,315.0,,,"(47.575929157000076, -122.40812968299997)",186.210891,530330097011,Blkgrp 0097011
6377,6378,AIRPORT WAY S,0.05838589,,,"In Street, Major Separation",0.0,,CITYWIDE,8666.0,355.0,,,"(47.581884810000076, -122.32139663199996)",308.27747519999997,530330093003,Blkgrp 0093003
6378,6379,M L KING JR WR WAY S,0.07172836,,,"In Street, Major Separation",0.0,,CITYWIDE,11538.0,551.0,,,"(47.56178419200006, -122.29408619199995)",378.72575919999997,530330100013,Blkgrp 0100013
6379,6380,RAINIER AVE S,0.05010636,,,"In Street, Major Separation",0.0,,CITYWIDE,12427.0,688.0,,,"(47.51984119100007, -122.26616094699995)",264.5615871,530330118006,Blkgrp 0118006
6380,6381,NE 55TH ST,0.05190443,,,"In Street, Minor Separation",0.0,,LOCAL,17052.0,634.0,,,"(47.66851119300003, -122.28908070799997)",274.05537480000004,530330042004,Blkgrp 0042004
6381,6382,SW ADMIRAL WAY,0.06448927,,,"In Street, Major Separation",0.0,,CITYWIDE,21705.0,792.0,,,"(47.58117986000008, -122.38785965299996)",340.5033385,530330098001,Blkgrp 0098001
6382,6383,S WASHINGTON ST,0.06087631,,,Neighborhood Greenway,0.0,,LOCAL,21494.0,772.0,,,"(47.60087544100003, -122.32896255799994)",321.426939,530330092001,Blkgrp 0092001
6383,6384,11TH AVE NW,0.05041156,,,Neighborhood Greenway,0.0,,LOCAL,1444.0,112.0,,,"(47.67381320900006, -122.37135645399997)",266.1730406,530330033002,Blkgrp 0033002
6384,6385,46TH AVE S,0.12701844,,,Neighborhood Greenway,0.0,,LOCAL,6907.0,291.0,,,"(47.55705092000005, -122.27536021899999)",670.6570054,530330102004,Blkgrp 0102004
6385,6386,58TH AVE SW,0.03703609,,,"In Street, Minor Separation",0.0,,LOCAL,7834.0,315.0,,,"(47.57225207400006, -122.40735644499995)",195.5505585,530330097011,Blkgrp 0097011
6386,6387,NE 41ST ST,0.04833369,,,"In Street, Minor Separation",0.0,,LOCAL,16760.0,562.0,,,"(47.65842842400008, -122.28827224699995)",255.20187119999997,530330053023,Blkgrp 0053023
6387,6388,NE 80TH ST,0.05026297,,,"In Street, Minor Separation",0.0,,LOCAL,17618.0,650.0,,,"(47.68667615600003, -122.31107866199994)",265.3884945,530330026001,Blkgrp 0026001
6388,6389,OLIVE WAY,0.0609779,12/31/2011 12:00:00 AM +0000,Sharrow,,,,,12044.0,,,,"(47.613130126000044, -122.33628183799999)",321.9633242,530330073003,Blkgrp 0073003
6389,6390,VIRGINIA ST,0.04042689,12/31/2010 12:00:00 AM +0000,Sharrow,,,,,13315.0,,,,"(47.61439140300007, -122.33831434299998)",213.4539835,530330072001,Blkgrp 0072001
6390,6391,VIRGINIA ST,0.02062302,12/31/2010 12:00:00 AM +0000,Sharrow,,,,,13316.0,,,,"(47.61483186300006, -122.33774456799995)",108.8895492,530330072001,Blkgrp 0072001
6391,6392,STEWART ST,0.06096582,12/31/2009 12:00:00 AM +0000,Sharrow,,,,,12900.0,,,,"(47.612293874000045, -122.33873242799996)",321.89950919999995,530330072001,Blkgrp 0072001
6392,6393,E JEFFERSON ST,0.06104196,12/31/2010 12:00:00 AM +0000,Sharrow,,,,,14226.0,,,,"(47.60616997200003, -122.30894195199994)",322.3015687,530330087001,Blkgrp 0087001
6393,6394,8TH AVE,0.08063773,12/31/2010 12:00:00 AM +0000,Sharrow,,,,,8281.0,,,,"(47.61306393500007, -122.33315264199996)",425.76721389999994,530330082001,Blkgrp 0082001
6394,6395,WESTERN AVE,0.05791712,12/31/2011 12:00:00 AM +0000,Sharrow,,,,,13513.0,,,,"(47.61513737700005, -122.35147584299995)",305.8023887,530330080014,Blkgrp 0080014
6395,6396,STEWART ST,0.03140297,12/31/2009 12:00:00 AM +0000,Sharrow,,,,,12901.0,,,,"(47.61295826700007, -122.33787347699996)",165.807692,530330072001,Blkgrp 0072001
